yaw,pitch,face,class
37.0,60.0,1.0,0.0
37.0,60.0,1.0,0.0
37.0,60.0,1.0,0.0
37.0,60.0,1.0,0.0
38.0,60.0,1.0,0.0
38.0,60.0,1.0,0.0
38.0,59.0,1.0,3.0
39.0,60.0,1.0,0.0
42.0,49.0,1.0,3.0
42.0,49.0,1.0,3.0
41.0,48.0,1.0,3.0
40.0,48.0,1.0,3.0
37.0,60.0,1.0,0.0
36.0,61.0,1.0,0.0
37.0,60.0,1.0,0.0
37.0,60.0,1.0,0.0
37.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
37.0,61.0,1.0,0.0
37.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,59.0,1.0,3.0
36.0,59.0,1.0,3.0
35.0,59.0,1.0,3.0
35.0,59.0,1.0,3.0
35.0,59.0,1.0,3.0
35.0,61.0,1.0,0.0
34.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
37.0,62.0,1.0,0.0
35.0,62.0,1.0,0.0
34.0,62.0,1.0,0.0
34.0,62.0,1.0,0.0
59.0,19.0,1.0,3.0
42.0,42.0,1.0,3.0
42.0,42.0,1.0,3.0
59.0,18.0,1.0,3.0
59.0,18.0,1.0,3.0
59.0,18.0,1.0,3.0
42.0,42.0,1.0,3.0
42.0,42.0,1.0,3.0
42.0,42.0,1.0,3.0
42.0,42.0,1.0,3.0
42.0,42.0,1.0,3.0
42.0,42.0,1.0,3.0
42.0,42.0,1.0,3.0
42.0,42.0,1.0,3.0
59.0,19.0,1.0,3.0
59.0,18.0,1.0,3.0
59.0,18.0,1.0,3.0
59.0,18.0,1.0,3.0
59.0,17.0,1.0,3.0
59.0,17.0,1.0,3.0
59.0,17.0,1.0,3.0
59.0,17.0,1.0,3.0
59.0,17.0,1.0,3.0
59.0,17.0,1.0,3.0
42.0,42.0,1.0,3.0
59.0,18.0,1.0,3.0
59.0,17.0,1.0,3.0
59.0,17.0,1.0,3.0
59.0,18.0,1.0,3.0
59.0,19.0,1.0,3.0
59.0,18.0,1.0,3.0
42.0,42.0,1.0,3.0
59.0,18.0,1.0,3.0
60.0,20.0,1.0,3.0
31.0,60.0,1.0,0.0
50.0,36.0,1.0,3.0
31.0,62.0,1.0,0.0
39.0,62.0,1.0,0.0
35.0,61.0,1.0,0.0
33.0,60.0,1.0,0.0
33.0,60.0,1.0,0.0
31.0,60.0,1.0,0.0
31.0,59.0,1.0,3.0
31.0,60.0,1.0,0.0
34.0,61.0,1.0,0.0
31.0,60.0,1.0,0.0
31.0,60.0,1.0,0.0
31.0,60.0,1.0,0.0
31.0,60.0,1.0,0.0
31.0,60.0,1.0,0.0
31.0,60.0,1.0,0.0
31.0,60.0,1.0,0.0
16.0,35.0,1.0,1.0
16.0,31.0,1.0,1.0
31.0,60.0,1.0,0.0
31.0,55.0,1.0,3.0
31.0,60.0,1.0,0.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
35.0,60.0,1.0,0.0
16.0,31.0,1.0,1.0
37.0,60.0,1.0,0.0
35.0,61.0,1.0,0.0
16.0,31.0,1.0,1.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
31.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
31.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
31.0,60.0,1.0,0.0
16.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
31.0,60.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,60.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,60.0,1.0,0.0
35.0,60.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
16.0,35.0,1.0,1.0
34.0,61.0,1.0,0.0
17.0,35.0,1.0,1.0
16.0,31.0,1.0,1.0
15.0,33.0,1.0,1.0
17.0,31.0,1.0,1.0
31.0,61.0,1.0,0.0
34.0,61.0,1.0,0.0
34.0,61.0,1.0,0.0
16.0,31.0,1.0,1.0
35.0,61.0,1.0,0.0
34.0,61.0,1.0,0.0
37.0,60.0,1.0,0.0
37.0,60.0,1.0,0.0
36.0,59.0,1.0,3.0
36.0,59.0,1.0,3.0
37.0,60.0,1.0,0.0
15.0,33.0,1.0,1.0
36.0,59.0,1.0,3.0
36.0,59.0,1.0,3.0
15.0,35.0,1.0,1.0
15.0,33.0,1.0,1.0
15.0,35.0,1.0,1.0
15.0,33.0,1.0,1.0
31.0,60.0,1.0,0.0
31.0,60.0,1.0,0.0
31.0,60.0,1.0,0.0
36.0,59.0,1.0,3.0
31.0,60.0,1.0,0.0
31.0,60.0,1.0,0.0
15.0,33.0,1.0,1.0
15.0,34.0,1.0,1.0
31.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
15.0,35.0,1.0,1.0
15.0,35.0,1.0,1.0
15.0,34.0,1.0,1.0
15.0,33.0,1.0,1.0
15.0,34.0,1.0,1.0
17.0,31.0,1.0,1.0
35.0,60.0,1.0,0.0
16.0,31.0,1.0,1.0
15.0,52.0,1.0,1.0
15.0,52.0,1.0,1.0
15.0,53.0,1.0,1.0
15.0,53.0,1.0,1.0
15.0,52.0,1.0,1.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
15.0,35.0,1.0,1.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
31.0,61.0,1.0,0.0
31.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
30.0,59.0,1.0,3.0
31.0,59.0,1.0,3.0
31.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
31.0,59.0,1.0,3.0
35.0,61.0,1.0,0.0
31.0,60.0,1.0,0.0
31.0,60.0,1.0,0.0
15.0,35.0,1.0,1.0
15.0,35.0,1.0,1.0
15.0,36.0,1.0,1.0
31.0,60.0,1.0,0.0
15.0,34.0,1.0,1.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
31.0,60.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
16.0,36.0,1.0,1.0
16.0,36.0,1.0,1.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
16.0,36.0,1.0,1.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
31.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
16.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
31.0,61.0,1.0,0.0
31.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
16.0,35.0,1.0,1.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
16.0,34.0,1.0,1.0
15.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
15.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
35.0,61.0,1.0,0.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,32.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,34.0,1.0,1.0
16.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
15.0,34.0,1.0,1.0
16.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,32.0,1.0,1.0
16.0,32.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
15.0,34.0,1.0,1.0
15.0,34.0,1.0,1.0
36.0,61.0,1.0,0.0
16.0,34.0,1.0,1.0
36.0,61.0,1.0,0.0
16.0,33.0,1.0,1.0
36.0,61.0,1.0,0.0
15.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
15.0,34.0,1.0,1.0
15.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
15.0,34.0,1.0,1.0
15.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
15.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,34.0,1.0,1.0
15.0,34.0,1.0,1.0
15.0,34.0,1.0,1.0
15.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,34.0,1.0,1.0
16.0,33.0,1.0,1.0
16.0,33.0,1.0,1.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,60.0,1.0,0.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,32.0,1.0,1.0
16.0,32.0,1.0,1.0
17.0,32.0,1.0,1.0
16.0,31.0,1.0,1.0
17.0,32.0,1.0,1.0
17.0,32.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,32.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,32.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,33.0,1.0,1.0
17.0,33.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,32.0,1.0,1.0
16.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,32.0,1.0,1.0
17.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
16.0,32.0,1.0,1.0
16.0,32.0,1.0,1.0
16.0,31.0,1.0,1.0
17.0,31.0,1.0,1.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
34.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
17.0,31.0,1.0,1.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
44.0,35.0,1.0,3.0
44.0,35.0,1.0,3.0
44.0,35.0,1.0,3.0
43.0,37.0,1.0,3.0
37.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
36.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
34.0,61.0,1.0,0.0
34.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
34.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
34.0,61.0,1.0,0.0
34.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
34.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
34.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
42.0,42.0,0.0,4.0
35.0,61.0,1.0,0.0
35.0,60.0,1.0,0.0
34.0,60.0,1.0,0.0
34.0,60.0,1.0,0.0
34.0,60.0,1.0,0.0
34.0,60.0,1.0,0.0
34.0,59.0,1.0,3.0
35.0,59.0,1.0,3.0
31.0,59.0,1.0,3.0
31.0,59.0,1.0,3.0
35.0,59.0,1.0,3.0
31.0,61.0,1.0,0.0
35.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
37.0,61.0,1.0,0.0
37.0,61.0,1.0,0.0
37.0,61.0,1.0,0.0
37.0,61.0,1.0,0.0
37.0,61.0,1.0,0.0
37.0,61.0,1.0,0.0
37.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,61.0,1.0,0.0
36.0,59.0,1.0,3.0
36.0,58.0,1.0,3.0
36.0,58.0,1.0,3.0
36.0,58.0,1.0,3.0
36.0,57.0,1.0,3.0
37.0,57.0,1.0,3.0
36.0,59.0,1.0,3.0
37.0,59.0,1.0,3.0
37.0,59.0,1.0,3.0
37.0,60.0,1.0,0.0
37.0,60.0,1.0,0.0
37.0,60.0,1.0,0.0
39.0,60.0,1.0,0.0
41.0,55.0,1.0,3.0
41.0,55.0,1.0,3.0
42.0,54.0,1.0,3.0
38.0,59.0,1.0,3.0
37.0,60.0,1.0,0.0
15.0,34.0,1.0,1.0
15.0,31.0,1.0,1.0
15.0,32.0,1.0,1.0
39.0,20.0,1.0,3.0
15.0,32.0,1.0,1.0
15.0,32.0,1.0,1.0
39.0,37.0,1.0,3.0
38.0,36.0,1.0,3.0
38.0,36.0,1.0,3.0
15.0,33.0,1.0,1.0
39.0,20.0,1.0,3.0
40.0,19.0,1.0,3.0
39.0,19.0,1.0,3.0
39.0,19.0,1.0,3.0
39.0,19.0,1.0,3.0
39.0,19.0,1.0,3.0
39.0,19.0,1.0,3.0
39.0,19.0,1.0,3.0
39.0,18.0,1.0,3.0
38.0,19.0,1.0,3.0
38.0,19.0,1.0,3.0
38.0,19.0,1.0,3.0
37.0,19.0,1.0,3.0
36.0,18.0,1.0,3.0
36.0,19.0,1.0,3.0
36.0,19.0,1.0,3.0
36.0,19.0,1.0,3.0
38.0,45.0,1.0,3.0
37.0,45.0,1.0,3.0
37.0,19.0,1.0,3.0
36.0,19.0,1.0,3.0
36.0,19.0,1.0,3.0
36.0,19.0,1.0,3.0
36.0,18.0,1.0,3.0
36.0,19.0,1.0,3.0
36.0,18.0,1.0,3.0
36.0,18.0,1.0,3.0
37.0,19.0,1.0,3.0
37.0,19.0,1.0,3.0
36.0,18.0,1.0,3.0
37.0,19.0,1.0,3.0
37.0,18.0,1.0,3.0
37.0,18.0,1.0,3.0
37.0,18.0,1.0,3.0
37.0,18.0,1.0,3.0
37.0,18.0,1.0,3.0
37.0,18.0,1.0,3.0
37.0,18.0,1.0,3.0
15.0,31.0,1.0,1.0
15.0,31.0,1.0,1.0
15.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
15.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
15.0,31.0,1.0,1.0
16.0,31.0,1.0,1.0
15.0,31.0,1.0,1.0
